video_id,channel_id,title,published_at,duration_seconds,description,thumbnail_url,video_url
pHAb6YNGRl4,UCUEOHBht8pnQhQvCfIcl-gg,Registros huérfanos al eliminar datos en SQL | LEFT JOIN vs INNER JOIN | Curso de SQL Intermedio #8,2025-11-06 12:01:41+00:00,815,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/pHAb6YNGRl4/hqdefault.jpg,https://www.youtube.com/watch?v=pHAb6YNGRl4
1Hgmt97AkBw,UCUEOHBht8pnQhQvCfIcl-gg,LEFT JOIN o INNER JOIN ¿cuál usar? | Caso práctico con registros huérfanos | Curso de SQL #6,2025-11-05 12:00:05+00:00,1058,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/1Hgmt97AkBw/hqdefault.jpg,https://www.youtube.com/watch?v=1Hgmt97AkBw
zToHhAif9Gw,UCUEOHBht8pnQhQvCfIcl-gg,Qué es un JOIN en SQL | Aprende a relacionar tablas paso a paso | Curso de SQL Intermedio #6,2025-11-04 12:02:08+00:00,951,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/zToHhAif9Gw/hqdefault.jpg,https://www.youtube.com/watch?v=zToHhAif9Gw
rvVwrHtI4gQ,UCUEOHBht8pnQhQvCfIcl-gg,Atajo de teclado para crear medidas en POWER BI,2025-11-04 12:01:48+00:00,323,"📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog 
🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog 
💙 Apóyame en PayPal: https://paypal.me/angeldatablog",https://i.ytimg.com/vi/rvVwrHtI4gQ/hqdefault.jpg,https://www.youtube.com/watch?v=rvVwrHtI4gQ
y_rVPdd-RNY,UCUEOHBht8pnQhQvCfIcl-gg,Cómo crear un segmentador con medidas usando parámetros de campo en Power BI,2025-11-03 12:01:59+00:00,178,"📌 Puedes descargar el archivo del proyecto (.pbix) desde aquí:
https://drive.google.com/drive/folders/1Bma_bAd1XMQff4R3FpgQA8pjaToMRneg?usp=sharing

💬 Conecta conmigo 
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog 
💙 Apóyame en PayPal: https://paypal.me/angeldatablog",https://i.ytimg.com/vi/y_rVPdd-RNY/hqdefault.jpg,https://www.youtube.com/watch?v=y_rVPdd-RNY
Q7BvnpCsUAU,UCUEOHBht8pnQhQvCfIcl-gg,Relaciones de muchos a muchos | Tabla intermedia | Sistema OLTP vs OLAP | Curso de SQL Intermedio #5,2025-11-03 12:01:01+00:00,728,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/Q7BvnpCsUAU/hqdefault.jpg,https://www.youtube.com/watch?v=Q7BvnpCsUAU
i6Cfsd0CP2g,UCUEOHBht8pnQhQvCfIcl-gg,Relaciones de muchos a muchos | Tabla intermedia | Sistema OLTP | Curso de SQL Intermedio #4,2025-10-31 12:01:37+00:00,702,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/i6Cfsd0CP2g/hqdefault.jpg,https://www.youtube.com/watch?v=i6Cfsd0CP2g
N-7O94hPplU,UCUEOHBht8pnQhQvCfIcl-gg,Relaciones entre tablas | 1 a muchos | Llave primaria y secundaria | Curso de SQL Intermedio #3,2025-10-30 12:00:47+00:00,354,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/N-7O94hPplU/hqdefault.jpg,https://www.youtube.com/watch?v=N-7O94hPplU
dbYadcZ2uOU,UCUEOHBht8pnQhQvCfIcl-gg,Relaciones entre tablas | Llave primaria y secundaria | OLTP vs OLAP | Capitulo #2,2025-10-29 12:01:28+00:00,876,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/dbYadcZ2uOU/hqdefault.jpg,https://www.youtube.com/watch?v=dbYadcZ2uOU
Z4Fo5F_mLuU,UCUEOHBht8pnQhQvCfIcl-gg,Introducción al Nivel Intermedio y Temas Principales |  Curso de SQL Intermedio en BigQuery #1,2025-10-28 12:01:17+00:00,492,"📌 Recursos útiles para este curso de SQL Intermedio (Joins - Subconsultas - CTE)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM/edit

🎓 Lista completa del curso SQL Intermedio:  
   • Curso gratuito de SQL en BigQuery | Joins, subconsultas, CTE's, operadores de conjunto 

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a combinar tablas y generar consultas más complejas.

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/Z4Fo5F_mLuU/hqdefault.jpg,https://www.youtube.com/watch?v=Z4Fo5F_mLuU
njqE2uGyysQ,UCUEOHBht8pnQhQvCfIcl-gg,ALTER TABLE en SQL | Modificar la estructura de una tabla |Consulta DDL| Curso de SQL Intermedio #9,2025-10-27 12:01:39+00:00,376,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/njqE2uGyysQ/hqdefault.jpg,https://www.youtube.com/watch?v=njqE2uGyysQ
4JmKLgtmMBI,UCUEOHBht8pnQhQvCfIcl-gg,ALTER TABLE SET OPTIONS en SQL | Modificar metadatos | Consulta DDL | Curso de SQL Intermedio #10,2025-10-27 12:00:13+00:00,615,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/4JmKLgtmMBI/hqdefault.jpg,https://www.youtube.com/watch?v=4JmKLgtmMBI
OzgC7e3Eths,UCUEOHBht8pnQhQvCfIcl-gg,UPDATE SET WHERE en SQL | Actualizar registros de una tabla | Curso de SQL Intermedio #8,2025-10-24 12:00:51+00:00,341,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/OzgC7e3Eths/hqdefault.jpg,https://www.youtube.com/watch?v=OzgC7e3Eths
6QlUSg3-ivQ,UCUEOHBht8pnQhQvCfIcl-gg,Emisión en directo de Angel García,2025-10-24 04:15:45+00:00,0,,https://i.ytimg.com/vi/6QlUSg3-ivQ/hqdefault_live.jpg,https://www.youtube.com/watch?v=6QlUSg3-ivQ
t3jyABNSOno,UCUEOHBht8pnQhQvCfIcl-gg,DELETE FROM WHERE en SQL | Eliminar registros por alguna condición | Curso de SQL Intermedio #7,2025-10-23 12:01:45+00:00,314,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/t3jyABNSOno/hqdefault.jpg,https://www.youtube.com/watch?v=t3jyABNSOno
pLRAticn7NU,UCUEOHBht8pnQhQvCfIcl-gg,TRUNCATE TABLE en SQL | Eliminar todos los registros de una tabla | Curso de SQL Intermedio #6,2025-10-22 12:01:42+00:00,261,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/pLRAticn7NU/hqdefault.jpg,https://www.youtube.com/watch?v=pLRAticn7NU
ecJm9JHj18g,UCUEOHBht8pnQhQvCfIcl-gg,INSERT INTO VALUES en SQL | Insertar valores en una tabla |Consulta DML| Curso de SQL Intermedio #5,2025-10-22 12:01:25+00:00,249,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/ecJm9JHj18g/hqdefault.jpg,https://www.youtube.com/watch?v=ecJm9JHj18g
IIT39Xomn94,UCUEOHBht8pnQhQvCfIcl-gg,INSERT INTO VALUES en SQL | Crear cuenta de facturación | Consulta DML | Curso de SQL Intermedio #4,2025-10-21 12:00:36+00:00,503,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/IIT39Xomn94/hqdefault.jpg,https://www.youtube.com/watch?v=IIT39Xomn94
1eRuwnvwsPo,UCUEOHBht8pnQhQvCfIcl-gg,CREATE OR REPLACE TABLE en SQL BigQuery | Consulta DDL | Curso de SQL Intermedio #3,2025-10-21 12:00:03+00:00,854,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/1eRuwnvwsPo/hqdefault.jpg,https://www.youtube.com/watch?v=1eRuwnvwsPo
MHxjAOrdxCU,UCUEOHBht8pnQhQvCfIcl-gg,CREATE TABLE en SQL BigQuery | Costos por almacenamiento en BigQuery | Curso de SQL Intermedio #2,2025-10-20 12:00:49+00:00,511,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/MHxjAOrdxCU/hqdefault.jpg,https://www.youtube.com/watch?v=MHxjAOrdxCU
DQlkV2DmA_M,UCUEOHBht8pnQhQvCfIcl-gg,Introducción al nivel intermedio de SQL BigQuery | Curso de SQL Intermedio #1,2025-10-20 12:00:32+00:00,308,"📌 Recursos útiles para este curso de SQL Intermedio (Manipulación de tablas)

📖 Diapositivas de la clase:  
https://docs.google.com/presentation/d/1iKkBdqz0caPJjqq3t4Q8EMUIHEBg2DSaFh7yWxE2HDM 

🎓 Lista completa del curso SQL Intermedio:  
https://www.youtube.com/playlist?list=PLV4oS06_KpqY-NCxlYCYMPENL0EUTLNuU  

🌐 Página web oficial: https://angelgarciadatablog.com 
🔗 GitHub: https://github.com/angelgarciadatablog   
💙 Apóyame en PayPal: https://paypal.me/angeldatablog  


──────────────────────────────  
📚 Sobre el curso  
Este curso gratuito de SQL nivel intermedio está diseñado para que aprendas a manipular tablas paso a paso usando ejemplos reales.  

Ideal si ya completaste el curso básico y quieres avanzar hacia un nivel más profesional de análisis de datos.  

──────────────────────────────  
💬 Conecta conmigo  
📸 Instagram / LinkedIn / Tik Tok→ @angelgarciadatablog",https://i.ytimg.com/vi/DQlkV2DmA_M/hqdefault.jpg,https://www.youtube.com/watch?v=DQlkV2DmA_M
a1nrZ-A7vSg,UCUEOHBht8pnQhQvCfIcl-gg,Introducción al nivel intermedio de SQL BigQuery | Curso de SQL BigQuery #57,2025-10-19 16:20:49+00:00,419,"En este capítulo damos inicio al nivel intermedio de SQL con BigQuery, donde pasaremos de consultas básicas a consultas más complejas y útiles en análisis de datos reales. Explicaremos la estructura de los próximos módulos, qué aprenderás en cada uno y cómo todo se conecta con casos prácticos de Google Analytics 4 y otros escenarios de negocio.

📌 Temas que veremos en este nivel intermedio:
✅ Consultas DDL y DML: CREATE, INSERT, UPDATE y DELETE para crear tablas de prueba.
✅ JOINS: cómo unir tablas y ampliar el análisis de datos.
✅ Subconsultas y Common Table Expressions (CTE) para estructurar consultas largas y legibles.
✅ Operadores de conjunto: UNION, INTERSECT y EXCEPT.
✅ Funciones de ventana para análisis avanzados.
✅ Aplicación práctica en la tabla de Google Analytics 4 (events): usuarios, sesiones, e-commerce y desanidado de parámetros.

📌 Recursos útiles:
🔗 GitHub: https://github.com/angelgarciadatablog
🌐 Página web: https://angelgarciadatablog.com
💙 Apóyame vía PayPal: https://paypal.me/angeldatablog
📚 Lista de reproducción completa del curso: https://youtube.com/playlist?list=PLV4oS06_KpqbnahoXdN-A8Ql9zVblYUJl&si=yenYawVlOri5L-SU",https://i.ytimg.com/vi/a1nrZ-A7vSg/hqdefault.jpg,https://www.youtube.com/watch?v=a1nrZ-A7vSg
Zyg3scrypKQ,UCUEOHBht8pnQhQvCfIcl-gg,Cómo usar HAVING en SQL BigQuery: teoría y ejemplos prácticos | Curso de SQL BigQuery #56,2025-10-17 13:01:11+00:00,628,"En este capítulo aprenderemos a utilizar la cláusula HAVING en SQL BigQuery, entendiendo su relación con GROUP BY y cómo se diferencia de la cláusula WHERE. Veremos cómo aplicar filtros sobre columnas creadas a partir de funciones de agregación y revisaremos las particularidades de BigQuery frente a otros gestores de bases de datos.

📌 Temas que veremos:
✅ Diferencia entre WHERE y HAVING.
✅ Uso de HAVING para filtrar resultados después de un GROUP BY.
✅ Cómo funciona HAVING en BigQuery respecto a los alias.
✅ Ejemplo práctico: filtrar países con más de 100 usuarios.
✅ Ejemplo práctico: filtrar horas con más de 140 usuarios en la web.

📌 Recursos útiles:
🔗 GitHub: https://github.com/angelgarciadatablog
🌐 Página web: https://angelgarciadatablog.com
💙 Apóyame vía PayPal: https://paypal.me/angeldatablog
📚 Lista de reproducción completa del curso: https://youtube.com/playlist?list=PLV4oS06_KpqbnahoXdN-A8Ql9zVblYUJl&si=yenYawVlOri5L-SU",https://i.ytimg.com/vi/Zyg3scrypKQ/hqdefault.jpg,https://www.youtube.com/watch?v=Zyg3scrypKQ
7kTYy0cJ_EE,UCUEOHBht8pnQhQvCfIcl-gg,STRING_AGG y ARRAY_AGG en SQL: teoría y ejemplos prácticos | Curso de SQL BigQuery #55,2025-10-16 13:00:14+00:00,517,"En este capítulo aprenderemos a utilizar dos funciones de agregación menos comunes pero muy poderosas en SQL BigQuery: STRING_AGG y ARRAY_AGG. Veremos cómo agrupar información no solo para contar eventos, sino también para listar cuáles fueron, explorando la diferencia entre generar una cadena de texto concatenada y una lista de elementos.

📌 Temas que veremos:
✅ Cuándo usar STRING_AGG y cómo personalizar separadores.
✅ Diferencias entre STRING_AGG y ARRAY_AGG.
✅ Ejemplo práctico: contar y listar eventos por usuario en una tabla de BigQuery.

📌 Recursos útiles:
🔗 GitHub: https://github.com/angelgarciadatablog
🌐 Página web: https://angelgarciadatablog.com
💙 Apóyame vía PayPal: https://paypal.me/angeldatablog
📚 Lista de reproducción completa del curso: https://youtube.com/playlist?list=PLV4oS06_KpqbnahoXdN-A8Ql9zVblYUJl&si=yenYawVlOri5L-SU",https://i.ytimg.com/vi/7kTYy0cJ_EE/hqdefault.jpg,https://www.youtube.com/watch?v=7kTYy0cJ_EE
